"OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime"
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.01300735","Sample-Routine","Water","Groundwater",2013-07-24,"15:45:00","CDT",NA,NA,NA,NA,NA,"Below land-surface datum",1609,"feet",1689,"feet","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-345216089400201","L-2100003 Received July 25, 2013  Samples were received chilled at the WHOI lab.",NA,"Not applicable","Not applicable","4040","USGS parameter code 82398","Submersible pump","Submersible positive-pressure pump",NA,"Total Coliform","Total",1,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"50569",NA,NA,NA,NA,NA,"BAC47","USGS","Tot coliform, Colilert (24-28hr)","Standard Methods","USGS-Ohio Water Microbiology Laboratory, Columbus,OH (OWML)",NA,NA,NA,NA,NA,NA,"NWIS",2013-07-24 20:45:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.01400576","Sample-Routine","Water","Groundwater",2014-06-03,"09:00:00","CDT",NA,NA,NA,NA,NA,"Below land-surface datum",404,"feet",424,"feet","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-345352090044301","L-1550149 FUS btl tye, paa Samples were received chilled at the WHOI lab.",NA,"Not applicable","Not applicable","4045","USGS parameter code 82398","Submersible multiple impeller (turbine) pump","Line-shaft turbine pump","Not Detected","Total Coliform","Total",NA,NA,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"50569",NA,NA,NA,NA,NA,"BAC47","USGS","Tot coliform, Colilert (24-28hr)","Standard Methods","USGS-Ohio Water Microbiology Laboratory, Columbus,OH (OWML)",NA,NA,"Historical Lower Reporting Limit",1,"MPN/100 ml",NA,"NWIS",2014-06-03 14:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.01400597","Sample-Routine","Water","Groundwater",2014-06-03,"14:00:00","CDT",NA,NA,NA,NA,NA,"Below land-surface datum",301,"feet",371,"feet","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-344927089583901","L-1550153 FUS btl type, paa Samples were received chilled at the WHOI lab.",NA,"Not applicable","Not applicable","4045","USGS parameter code 82398","Submersible multiple impeller (turbine) pump","Line-shaft turbine pump","Not Detected","Total Coliform","Total",NA,NA,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"50569",NA,NA,NA,NA,NA,"BAC47","USGS","Tot coliform, Colilert (24-28hr)","Standard Methods","USGS-Ohio Water Microbiology Laboratory, Columbus,OH (OWML)",NA,NA,"Historical Lower Reporting Limit",1,"MPN/100 ml",NA,"NWIS",2014-06-03 19:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.00700723","Sample-Routine","Water","Groundwater",2007-06-19,"09:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-344135090075001","A-1718501 Samples were preserved in field with nitric acid to pH<2",NA,"Not applicable","Not applicable","USGS","USGS","USGS","Unknown",NA,"Total Coliform","Total",34,"cfu/100ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"90900",NA,NA,NA,NA,NA,"BAC52","USGS","Total coliform, MI MF method","EPA 821-R-02-024",NA,NA,NA,NA,NA,NA,NA,"NWIS",2007-06-19 14:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.00700485","Sample-Routine","Water","Groundwater",2007-05-15,"14:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-343842089531701","A-1368501 samples were preserved in field with nitric acid to pH<2  Actual collection time:        ; tritium is a time dependent sample!",NA,"Not applicable","Not applicable","USGS","USGS","USGS","Unknown","Not Detected","Total Coliform","Total",NA,NA,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"90900",NA,NA,NA,NA,NA,"BAC52","USGS","Total coliform, MI MF method","EPA 821-R-02-024",NA,NA,NA,"Historical Lower Reporting Limit",1,"cfu/100ml",NA,"NWIS",2007-05-15 19:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.00700489","Sample-Routine","Water","Groundwater",2007-05-22,"14:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-344939089460401","A-1448501 samples were preserved in field with nitric acid to pH<2",NA,"Not applicable","Not applicable","USGS","USGS","USGS","Unknown",NA,"Total Coliform","Total",130,"cfu/100ml",NA,"Accepted",NA,"Estimated",NA,NA,NA,NA,NA,NA,"90900",NA,NA,NA,NA,NA,"BAC52","USGS","Total coliform, MI MF method","EPA 821-R-02-024",NA,NA,NA,NA,NA,NA,NA,"NWIS",2007-05-22 19:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97000565","Sample-Routine","Other","Other",1970-08-26,"09:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07278500",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Total Coliform","Total",204,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1970-08-26 14:30:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97000566","Sample-Routine","Water","Surface Water",1970-08-26,"09:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07278500",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Total Coliform","Total",1000,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1970-08-26 14:30:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97000564","Sample-Routine","Water","Surface Water",1970-05-27,"08:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07278500",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Total Coliform","Total",200,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1970-05-27 13:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97100485","Sample-Routine","Water","Surface Water",1971-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07278500",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Total Coliform","Total",200,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
