"OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime"
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98600266","Sample-Routine","Water","Surface Water",1986-04-10,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07288800",NA,NA,"Stable, low stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,580,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1986-04-10 18:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97501761","Sample-Routine","Water","Surface Water",1975-01-16,"12:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07288800",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,1900,"cfu/100ml",NA,"Historical",NA,"Estimated",NA,NA,NA,NA,NA,NA,"31616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"counts outside acceptable range",NA,NA,NA,NA,"NWIS",1975-01-16 18:30:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97501766","Sample-Routine","Water","Surface Water",1975-04-01,"13:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07288800",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,250,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1975-04-01 18:30:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97501772","Sample-Routine","Water","Surface Water",1975-06-26,"12:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07288800",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,80,"cfu/100ml",NA,"Historical",NA,"Estimated",NA,NA,NA,NA,NA,NA,"31616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"counts outside acceptable range",NA,NA,NA,NA,"NWIS",1975-06-26 17:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97501776","Sample-Routine","Water","Surface Water",1975-08-15,"10:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07288800",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,62,"cfu/100ml",NA,"Historical",NA,"Estimated",NA,NA,NA,NA,NA,NA,"31616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"counts outside acceptable range",NA,NA,NA,NA,"NWIS",1975-08-15 15:30:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98600786","Sample-Routine","Water","Surface Water",1986-09-17,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07288800",NA,NA,"Stable, low stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,780,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1986-09-17 15:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98200624","Sample-Routine","Water","Surface Water",1982-01-06,"14:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-Atlanta Central Laboratory, GA","USGS-07288800",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,640,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1982-01-06 20:30:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98500446","Sample-Routine","Water","Surface Water",1985-01-23,"11:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07288800",NA,NA,"Falling stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,1200,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1985-01-23 17:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98300524","Sample-Routine","Water","Surface Water",1983-01-11,"14:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-Atlanta Central Laboratory, GA","USGS-07288800",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,240,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-01-11 20:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98600264","Sample-Routine","Water","Surface Water",1985-11-05,"12:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07288800",NA,NA,"Falling stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,1600,"cfu/100ml",NA,"Historical",NA,"Estimated",NA,NA,NA,NA,NA,NA,"31625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"counts outside acceptable range",NA,NA,NA,NA,"NWIS",1985-11-05 18:30:00,NA
