"OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime"
"USGS-AR","USGS Arkansas Water Science Center","nwisar.01.97602786","Sample-Routine","Water","Surface Water",1976-06-10,"09:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07265450",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,2000,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1976-06-10 14:30:00,NA
"USGS-AR","USGS Arkansas Water Science Center","nwisar.01.97602788","Sample-Routine","Water","Surface Water",1976-07-15,"09:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07265450",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,1900,"cfu/100ml",NA,"Historical",NA,"Estimated",NA,NA,NA,NA,NA,NA,"31616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"counts outside acceptable range",NA,NA,NA,NA,"NWIS",1976-07-15 14:30:00,NA
"USGS-AR","USGS Arkansas Water Science Center","nwisar.01.97802830","Sample-Routine","Water","Surface Water",1977-10-05,"09:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07265450",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,1100,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1977-10-05 14:00:00,NA
"USGS-AR","USGS Arkansas Water Science Center","nwisar.01.97802834","Sample-Routine","Water","Surface Water",1977-12-28,"09:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07265450",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,530,"cfu/100ml",NA,"Historical",NA,"Estimated",NA,NA,NA,NA,NA,NA,"31625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"counts outside acceptable range",NA,NA,NA,NA,"NWIS",1977-12-28 15:30:00,NA
"USGS-AR","USGS Arkansas Water Science Center","nwisar.01.97802838","Sample-Routine","Water","Surface Water",1978-05-23,"09:15:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07265450",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,220,"cfu/100ml",NA,"Historical",NA,"Estimated",NA,NA,NA,NA,NA,NA,"31625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"counts outside acceptable range",NA,NA,NA,NA,"NWIS",1978-05-23 14:15:00,NA
"USGS-AR","USGS Arkansas Water Science Center","nwisar.01.97802842","Sample-Routine","Water","Surface Water",1978-08-16,"09:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07265450",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,2000,"cfu/100ml",NA,"Historical",NA,"Estimated",NA,NA,NA,NA,NA,NA,"31625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"counts outside acceptable range",NA,NA,NA,NA,"NWIS",1978-08-16 14:00:00,NA
"USGS-AR","USGS Arkansas Water Science Center","nwisar.01.97802832","Sample-Routine","Water","Surface Water",1977-11-01,"09:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07265450",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,970,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1977-11-01 15:00:00,NA
"USGS-AR","USGS Arkansas Water Science Center","nwisar.01.97802836","Sample-Routine","Water","Surface Water",1978-04-19,"09:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07265450",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,140,"cfu/100ml",NA,"Historical",NA,"Estimated",NA,NA,NA,NA,NA,NA,"31625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"counts outside acceptable range",NA,NA,NA,NA,"NWIS",1978-04-19 15:30:00,NA
"USGS-AR","USGS Arkansas Water Science Center","nwisar.01.97802840","Sample-Routine","Water","Surface Water",1978-06-27,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07265450",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,2400,"cfu/100ml",NA,"Historical",NA,"Estimated",NA,NA,NA,NA,NA,NA,"31625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"counts outside acceptable range",NA,NA,NA,NA,"NWIS",1978-06-27 15:00:00,NA
"USGS-AR","USGS Arkansas Water Science Center","nwisar.01.97802846","Sample-Routine","Water","Surface Water",1978-09-19,"09:45:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07265450",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Coliform",NA,260,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1978-09-19 14:45:00,NA
