"OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime"
"21MSWQ_WQX","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-38785-625","Sample-Routine","Water",NA,2009-08-26,"12:45:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECCON09","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-111B62",NA,NA,NA,NA,"Grab-DTSC","MDEQ","Grab-Direct to Sample Container","Water Bottle",NA,"Fecal Coliform",NA,5,"cfu/100ml",NA,"Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,0.5,"ft",NA,NA,NA,"9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","https://www.nemi.gov/methods/method_summary/5587/",NA,NA,NA,NA,NA,NA,NA,"STORET",2009-08-26 17:45:00,NA
"21MSWQ_WQX","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-38780-625","Sample-Routine","Water",NA,2009-02-19,"12:18:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECNONCON0809","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-111B62",NA,NA,NA,NA,"Grab-DTSC","MDEQ","Grab-Direct to Sample Container","Water Bottle",NA,"Fecal Coliform",NA,31,"cfu/100ml",NA,"Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,0.5,"ft",NA,NA,NA,"9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","https://www.nemi.gov/methods/method_summary/5587/",NA,NA,NA,NA,NA,NA,NA,"STORET",2009-02-19 17:18:00,NA
"21MSWQ_WQX","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-38991-625","Sample-Routine","Water",NA,2009-09-02,"12:58:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECCON09","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-111B62",NA,NA,NA,NA,"Grab-DTSC","MDEQ","Grab-Direct to Sample Container","Water Bottle",NA,"Fecal Coliform",NA,7,"cfu/100ml",NA,"Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,0.5,"ft",NA,NA,NA,"9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","https://www.nemi.gov/methods/method_summary/5587/",NA,NA,NA,NA,NA,NA,NA,"STORET",2009-09-02 17:58:00,NA
"21MSWQ_WQX","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-38783-625","Sample-Routine","Water",NA,2009-08-19,"13:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECCON09","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-111B62",NA,NA,NA,NA,"Grab-DTSC","MDEQ","Grab-Direct to Sample Container","Water Bottle",NA,"Fecal Coliform",NA,23,"cfu/100ml",NA,"Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,0.5,"ft",NA,NA,NA,"9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","https://www.nemi.gov/methods/method_summary/5587/",NA,NA,NA,NA,NA,NA,NA,"STORET",2009-08-19 18:30:00,NA
"21MSWQ_WQX","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-38776-625","Sample-Routine","Water",NA,2009-02-03,"14:16:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECNONCON0809","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-111B62",NA,NA,NA,NA,"Grab-DTSC","MDEQ","Grab-Direct to Sample Container","Water Bottle",NA,"Fecal Coliform",NA,12,"cfu/100ml",NA,"Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,0.5,"ft",NA,NA,NA,"9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","https://www.nemi.gov/methods/method_summary/5587/",NA,NA,NA,NA,NA,NA,NA,"STORET",2009-02-03 19:16:00,NA
"21MSWQ_WQX","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-38779-625","Sample-Routine","Water",NA,2009-02-17,"13:21:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECNONCON0809","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-111B62",NA,NA,NA,NA,"Grab-DTSC","MDEQ","Grab-Direct to Sample Container","Water Bottle",NA,"Fecal Coliform",NA,33,"cfu/100ml",NA,"Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,0.5,"ft",NA,NA,NA,"9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","https://www.nemi.gov/methods/method_summary/5587/",NA,NA,NA,NA,NA,NA,NA,"STORET",2009-02-17 18:21:00,NA
"21MSWQ_WQX","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-38786-625","Sample-Routine","Water",NA,2009-08-31,"13:58:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECCON09","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-111B62",NA,NA,NA,NA,"Grab-DTSC","MDEQ","Grab-Direct to Sample Container","Water Bottle",NA,"Fecal Coliform",NA,14,"cfu/100ml",NA,"Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,0.5,"ft",NA,NA,NA,"9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","https://www.nemi.gov/methods/method_summary/5587/",NA,NA,NA,NA,NA,NA,NA,"STORET",2009-08-31 18:58:00,NA
"21MSWQ_WQX","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-38777-625","Sample-Routine","Water",NA,2009-02-05,"13:58:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECNONCON0809","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-111B62",NA,NA,NA,NA,"Grab-DTSC","MDEQ","Grab-Direct to Sample Container","Water Bottle",NA,"Fecal Coliform",NA,12,"cfu/100ml",NA,"Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,0.5,"ft",NA,NA,NA,"9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","https://www.nemi.gov/methods/method_summary/5587/",NA,NA,NA,NA,NA,NA,NA,"STORET",2009-02-05 18:58:00,NA
"21MSWQ_WQX","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-38781-625","Sample-Routine","Water",NA,2009-02-23,"13:59:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECNONCON0809","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-111B62",NA,NA,NA,NA,"Grab-DTSC","MDEQ","Grab-Direct to Sample Container","Water Bottle",NA,"Fecal Coliform",NA,12,"cfu/100ml",NA,"Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,0.5,"ft",NA,NA,NA,"9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","https://www.nemi.gov/methods/method_summary/5587/",NA,NA,NA,NA,NA,NA,NA,"STORET",2009-02-23 18:59:00,NA
"21MSWQ_WQX","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-38784-625","Sample-Routine","Water",NA,2009-08-24,"13:20:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECCON09","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-111B62",NA,NA,NA,NA,"Grab-DTSC","MDEQ","Grab-Direct to Sample Container","Water Bottle",NA,"Fecal Coliform",NA,7,"cfu/100ml",NA,"Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,0.5,"ft",NA,NA,NA,"9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","https://www.nemi.gov/methods/method_summary/5587/",NA,NA,NA,NA,NA,NA,NA,"STORET",2009-08-24 18:20:00,NA
"21MSWQ_WQX","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-38778-625","Sample-Routine","Water",NA,2009-02-12,"13:41:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECNONCON0809","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-111B62",NA,NA,NA,NA,"Grab-DTSC","MDEQ","Grab-Direct to Sample Container","Water Bottle",NA,"Fecal Coliform",NA,113,"cfu/100ml",NA,"Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,0.5,"ft",NA,NA,NA,"9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","https://www.nemi.gov/methods/method_summary/5587/",NA,NA,NA,NA,NA,NA,NA,"STORET",2009-02-12 18:41:00,NA
"21MSWQ_WQX","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-38782-625","Sample-Routine","Water",NA,2009-08-17,"13:59:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECCON09","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-111B62",NA,NA,NA,NA,"Grab-DTSC","MDEQ","Grab-Direct to Sample Container","Water Bottle",NA,"Fecal Coliform",NA,7,"cfu/100ml",NA,"Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,0.5,"ft",NA,NA,NA,"9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","https://www.nemi.gov/methods/method_summary/5587/",NA,NA,NA,NA,NA,NA,NA,"STORET",2009-08-17 18:59:00,NA
