#
# National Water Information System
# 2019/03/30
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
parm_cd	group	parm_nm	epa_equivalence	result_statistical_basis	result_time_basis	result_weight_basis	result_particle_size_basis	result_sample_fraction	result_temperature_basis	CASRN	SRSName	parm_unit
04100	Organics, Pesticide	Fluridone, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		59756-60-4	Fluridone	ug/l
04101	Organics, Pesticide	Fenarimol, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		60168-88-9	Fenarimol	ug/l
04184	Organics, Pesticide	Triallate, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		2303-17-5	Triallate	ug/l
04254	Organics, Pesticide	Metalaxyl, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		57837-19-1	Metalaxyl	ug/l
04443	Organics, Pesticide	Diquat, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		2764-72-9	Diquat	ug/l
29993	Organics, Pesticide	Azinphos-methyl, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		86-50-0	Azinphos-methyl	mg/kg
29994	Organics, Pesticide	Sulprofos, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		35400-43-2	Sulprofos	mg/kg
29995	Organics, Pesticide	Chlorpyrifos, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		2921-88-2	Chlorpyrifos	mg/kg
29996	Organics, Pesticide	Coumaphos, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		56-72-4	Coumaphos	mg/kg
29997	Organics, Pesticide	Demeton, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		8065-48-3	Demeton	mg/kg
29998	Organics, Pesticide	Diazinon, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		333-41-5	Diazinon	mg/kg
29999	Organics, Pesticide	Dichlorvos, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		62-73-7	Dichlorvos	mg/kg
30000	Organics, Pesticide	Dimethoate, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		60-51-5	Dimethoate	mg/kg
30001	Organics, Pesticide	Disulfoton, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		298-04-4	Disulfoton	mg/kg
30002	Organics, Pesticide	EPN, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		2104-64-5	O-Ethyl O-(p-nitrophenyl) phenylphosphonothioate	mg/kg
30003	Organics, Pesticide	Ethoprop, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		13194-48-4	Ethoprop	mg/kg
30004	Organics, Pesticide	Fensulfothion, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		115-90-2	Fensulfothion	ug/l
30005	Organics, Pesticide	Fensulfothion, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		115-90-2	Fensulfothion	mg/kg
30006	Organics, Pesticide	Fenthion, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		55-38-9	Fenthion	ug/l
30007	Organics, Pesticide	Fenthion, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		55-38-9	Fenthion	mg/kg
30008	Organics, Pesticide	Malathion, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		121-75-5	Malathion	mg/kg
30009	Organics, Pesticide	Merphos, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		150-50-5	Merphos	ug/l
30010	Organics, Pesticide	Merphos, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		150-50-5	Merphos	mg/kg
30011	Organics, Pesticide	Mevinphos, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		7786-34-7	Mevinphos	mg/kg
30012	Organics, Pesticide	Monocrotophos, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		6923-22-4	Monocrotophos	mg/kg
30013	Organics, Pesticide	Naled, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		300-76-5	Naled	mg/kg
30014	Organics, Pesticide	Methyl parathion, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		298-00-0	Methyl parathion	mg/kg
30015	Organics, Pesticide	Parathion, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		56-38-2	Parathion	mg/kg
30016	Organics, Pesticide	Phorate, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		298-02-2	Phorate	mg/kg
30017	Organics, Pesticide	Ronnel, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		299-84-3	Ronnel	mg/kg
30018	Organics, Pesticide	Tetrachlorvinphos, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		22248-79-9	Phosphoric acid, (1Z)-2-chloro-1-(2,4,5-trichlorophenyl)ethenyl dimethyl ester	mg/kg
30019	Organics, Pesticide	Sulfotepp, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		3689-24-5	Sulfotep	mg/kg
30020	Organics, Pesticide	Tetraethyl pyrophosphate (TEPP), soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		107-49-3	Tetraethyl pyrophosphate	mg/kg
30021	Organics, Pesticide	Tokuthion, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		34643-46-4	Prothiofos	mg/kg
30022	Organics, Pesticide	Trichloronate, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		327-98-0	Trichloronate	mg/kg
30023	Organics, Pesticide	2,4-D, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		94-75-7	2,4-D	mg/kg
30024	Organics, Pesticide	2,4-DB, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		94-82-6	2,4-DB	mg/kg
30025	Organics, Pesticide	2,4,5-T, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		93-76-5	2,4,5-T	mg/kg
30026	Organics, Pesticide	Silvex, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		93-72-1	Silvex	mg/kg
30027	Organics, Pesticide	Dalapon, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		75-99-0	Dalapon	mg/kg
30028	Organics, Pesticide	Dicamba, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		1918-00-9	Dicamba	mg/kg
30029	Organics, Pesticide	Dichlorprop, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		120-36-5	Dichlorprop	mg/kg
30030	Organics, Pesticide	Dinoseb, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		88-85-7	Dinoseb	mg/kg
30031	Organics, Pesticide	MCPA, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		94-74-6	MCPA	mg/kg
30032	Organics, Pesticide	Mecoprop, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		93-65-2	Mecoprop	mg/kg
30034	Organics, Pesticide	1,2-Dibromoethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		106-93-4	Ethylene dibromide	mg/kg
30035	Organics, Pesticide	1,2-Dibromo-3-chloropropane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		96-12-8	1,2-Dibromo-3-chloropropane	mg/kg
30039	Organics, Pesticide	4-Chloro-3-methylphenol, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		59-50-7	p-Chloro-m-cresol	mg/kg
30041	Organics, Pesticide	2-Cyclohexyl-4,6-dinitrophenol, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		131-89-5	Dinex	mg/kg
30042	Organics, Pesticide	2,4-Dichlorophenol, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		120-83-2	2,4-Dichlorophenol	mg/kg
30044	Organics, Pesticide	2,4-Dimethylphenol, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		105-67-9	2,4-Dimethylphenol	mg/kg
30045	Organics, Pesticide	2-Methyl-4,6-dinitrophenol, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		534-52-1	4,6-Dinitro-o-cresol	mg/kg
30047	Organics, Pesticide	2-Methyl-4,6-dinitrophenol, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		534-52-1	4,6-Dinitro-o-cresol	mg/kg
30049	Organics, Pesticide	4-Nitrophenol, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		100-02-7	p-Nitrophenol	mg/kg
30050	Organics, Pesticide	Pentachlorophenol, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		87-86-5	Pentachlorophenol	mg/kg
30052	Organics, Pesticide	Trichlorophenols (all isomers), soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		25167-82-2	Trichlorophenol	mg/kg
30054	Organics, Pesticide	2,4,6-Trichlorophenol, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		88-06-2	2,4,6-Trichlorophenol	mg/kg
30062	Organics, Pesticide	Bromomethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		74-83-9	Methyl bromide	mg/kg
30078	Organics, Pesticide	1,4-Dichlorobenzene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		106-46-7	p-Dichlorobenzene	mg/kg
30081	Organics, Pesticide	1,2-Dichloroethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		107-06-2	1,2-Dichloroethane	mg/kg
30085	Organics, Pesticide	1,2-Dichloropropane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		78-87-5	1,2-Dichloropropane	mg/kg
30086	Organics, Pesticide	trans-1,3-Dichloropropene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		10061-02-6	trans-1,3-Dichloropropene	mg/kg
30087	Organics, Pesticide	cis-1,3-Dichloropropene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		10061-01-5	cis-1,3-Dichloropropene	mg/kg
30094	Organics, Pesticide	1,2,3-Trichloropropane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		96-18-4	1,2,3-Trichloropropane	mg/kg
30102	Organics, Pesticide	Aldrin, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		309-00-2	Aldrin	mg/kg
30110	Organics, Pesticide	alpha-HCH, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		319-84-6	.alpha.-Hexachlorocyclohexane	mg/kg
30111	Organics, Pesticide	beta-HCH, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		319-85-7	.beta.-Hexachlorocyclohexane	mg/kg
30112	Organics, Pesticide	delta-HCH, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		319-86-8	.delta.-Hexachlorocyclohexane	mg/kg
30113	Organics, Pesticide	Lindane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		58-89-9	Lindane	mg/kg
30114	Organics, Pesticide	Chlordane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		57-74-9	Chlordane, technical, and/or chlordane metabolites	mg/kg
30115	Organics, Pesticide	Chlordecone, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		143-50-0	Chlordecone	mg/kg
30116	Organics, Pesticide	p,p'-Methoxychlor, soil, recoverable, dry weight, milligrams per kilogram	Not checked			Dry		Recoverable		72-43-5	Methoxychlor	mg/kg
30117	Organics, Pesticide	p,p'-DDD, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		72-54-8	p,p'-DDD	mg/kg
30118	Organics, Pesticide	p,p'-DDE, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		72-55-9	p,p'-DDE	mg/kg
30119	Organics, Pesticide	p,p'-DDT, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		50-29-3	p,p'-DDT	mg/kg
30120	Organics, Pesticide	Dieldrin, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		60-57-1	Dieldrin	mg/kg
30121	Organics, Pesticide	alpha-Endosulfan, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		959-98-8	.alpha.-Endosulfan	mg/kg
30122	Organics, Pesticide	beta-Endosulfan, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		33213-65-9	.beta.-Endosulfan	mg/kg
30123	Organics, Pesticide	Endosulfan sulfate, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		1031-07-8	Endosulfan sulfate	mg/kg
30124	Organics, Pesticide	Endrin, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		72-20-8	Endrin	mg/kg
30125	Organics, Pesticide	Endrin aldehyde, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		7421-93-4	Endrin aldehyde	mg/kg
30126	Organics, Pesticide	Heptachlor, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		76-44-8	Heptachlor	mg/kg
30127	Organics, Pesticide	Heptachlor epoxide, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		1024-57-3	Heptachlor epoxide	mg/kg
30128	Organics, Pesticide	Toxaphene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		8001-35-2	Toxaphene	mg/kg
30129	Organics, Pesticide	1,2-Dichloroethane, soil, recoverable, dry weight, milligrams per kilogram	Not checked			Dry		Recoverable		107-06-2	1,2-Dichloroethane	mg/kg
30130	Organics, Pesticide	1,3-Dichloropropane, soil, recoverable, dry weight, milligrams per kilogram	Not checked			Dry		Recoverable		142-28-9	1,3-Dichloropropane	mg/kg
30131	Organics, Pesticide	1,3-Dichloropropane, soil, recoverable, dry weight, milligrams per kilogram	Not checked			Dry		Recoverable		142-28-9	1,3-Dichloropropane	mg/kg
30134	Organics, Pesticide	Carbon disulfide, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		75-15-0	Carbon disulfide	mg/kg
30165	Organics, Pesticide	Hexachlorobenzene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		118-74-1	Hexachlorobenzene	mg/kg
30181	Organics, Pesticide	o-Cresol, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		95-48-7	o-Cresol	mg/kg
30182	Organics, Pesticide	p-Cresol, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		106-44-5	p-Cresol	mg/kg
30185	Organics, Pesticide	2,4,5-Trichlorophenol, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		95-95-4	2,4,5-Trichlorophenol	mg/kg
30190	Organics, Pesticide	Dichlorprop, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		120-36-5	Dichlorprop	ug/l
30191	Organics, Pesticide	Dinoseb, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		88-85-7	Dinoseb	ug/l
30192	Organics, Pesticide	MCPA, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		94-74-6	MCPA	ug/l
30193	Organics, Pesticide	Mecoprop, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		93-65-2	Mecoprop	ug/l
30198	Organics, Pesticide	1,3-Dichloropropane, water, unfiltered, recoverable, micrograms per liter	Not checked					Recoverable		142-28-9	1,3-Dichloropropane	ug/l
30199	Organics, Pesticide	1,3-Dichloropropane, water, unfiltered, recoverable, micrograms per liter	Not checked					Recoverable		142-28-9	1,3-Dichloropropane	ug/l
30200	Organics, Pesticide	Dalapon, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		75-99-0	Dalapon	ug/l
30202	Organics, Pesticide	Bromomethane, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		74-83-9	Methyl bromide	ug/l
30203	Organics, Pesticide	1,2-Dibromoethane, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		106-93-4	Ethylene dibromide	ug/l
30204	Organics, Pesticide	2-Methyl-4,6-dinitrophenol, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		534-52-1	4,6-Dinitro-o-cresol	ug/l
30218	Organics, Pesticide	Dichlorvos, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		62-73-7	Dichlorvos	ug/l
30219	Organics, Pesticide	2,4-DB, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		94-82-6	2,4-DB	ug/l
30234	Organics, Pesticide	Bromacil, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		314-40-9	Bromacil	ug/l
30235	Organics, Pesticide	Butachlor, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		23184-66-9	Butachlor	ug/l
30236	Organics, Pesticide	Butylate, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		2008-41-5	Butylate	ug/l
30245	Organics, Pesticide	Carboxin, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		5234-68-4	Carboxin	ug/l
30254	Organics, Pesticide	Cycloate, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		1134-23-2	Cycloate	ug/l
30255	Organics, Pesticide	Diphenamid, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		957-51-7	Diphenamid	ug/l
30264	Organics, Pesticide	Hexazinone, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		51235-04-2	Hexazinone	ug/l
30282	Organics, Pesticide	Methiocarb, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		2032-65-7	Methiocarb	ug/l
30295	Organics, Pesticide	Propachlor, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		1918-16-7	Propachlor	ug/l
30296	Organics, Pesticide	Propoxur, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		114-26-1	Propoxur	ug/l
30311	Organics, Pesticide	Terbacil, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		5902-51-2	Terbacil	ug/l
30324	Organics, Pesticide	Vernolate, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		1929-77-7	Vernolate	ug/l
30343	Organics, Pesticide	4-Chloroaniline, water, unfiltered, recoverable, micrograms per liter	Not checked					Recoverable		106-47-8	p-Chloroaniline	ug/l
31664	Organics, Pesticide	Diclofop-methyl, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		51338-27-3	Diclofop methyl	ug/l
32103	Organics, Pesticide	1,2-Dichloroethane, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		107-06-2	1,2-Dichloroethane	ug/l
